post_id,predicted_tense,true_tense,verbatim_example,exact_match
481d1a,0,0,None,False
49vwv2,0,0,None,False
4bquxv,0,0,None,False
7pej2i,recovery,0,None,False
7xpgw5,0,0,None,False
8s2nwu,0,0,None,False
a041t0,0,0,None,False
aahjui,0,0,None,False
5vveqc,0,0,None,False
71ng3x,0,0,None,False
72vmr4,0,0,None,False
73yc0j,0,0,None,False
74t8q6,0,0,None,False
7brnf4,0,0,None,False
7t9p86,0,0,None,False
7tklhm,0,0,None,False
7uke35,0,0,None,False
819ivi,0,0,None,False
81qb6u,0,0,None,False
851jqd,0,0,None,False
88dktr,0,0,None,False
8a44dc,0,0,None,False
8a8cwd,0,0,None,False
8cdcoj,0,0,None,False
8e12qh,0,0,None,False
8ju7q8,0,0,None,False
8lkudz,0,0,None,False
8o62i0,0,0,None,False
8pfne2,0,0,None,False
8pm7yp,0,0,None,False
8wmy45,0,0,None,False
58dd82,0,0,None,False
5qxv7q,0,0,None,False
5r9qbq,0,0,None,False
5t56zt,0,0,None,False
5zg351,0,0,None,False
67whz4,0,0,None,False
6rly0p,0,0,None,False
6u3x5c,0,0,None,False
6u5lb7,0,0,None,False
6u9715,0,1,None,False
6ualhi,0,0,None,False
682d3b,0,0,None,False
6eijd4,0,0,None,False
6fg1j6,0,0,None,False
6trb3k,0,0,None,False
7bmrck,0,0,None,False
7ru9l7,0,0,None,False
8lklgw,0,0,None,False
962cbt,0,0,None,False
6ecox4,0,0,None,False
6ejlt5,0,0,None,False
6errz8,0,0,None,False
6exs63,0,0,None,False
6eyew8,0,0,None,False
6fcck9,0,1,None,False
6g781q,0,0,None,False
6golmf,0,0,None,False
6gou8x,0,0,None,False
6iaj3m,0,0,None,False
6ihpnl,0,0,None,False
6jbkfz,0,0,None,False
6jfyax,0,0,None,False
6m41ju,0,0,None,False
6n19x9,0,0,None,False
6pbh75,0,0,None,False
6tx04u,0,0,None,False
6wx3ln,0,0,None,False
6zbm1j,0,0,None,False
71ehhl,0,0,None,False
77yau9,0,0,None,False
7exdor,0,0,None,False
7gjwh1,0,0,None,False
7hl33q,0,0,None,False
822896,0,0,None,False
8vel4c,0,0,None,False
9wveea,0,0,None,False
1ym4ee,0,0,None,False
1yops0,0,0,None,False
212fta,0,0,None,False
23nup6,0,0,None,False
2fl0x9,0,0,None,False
2g6agl,0,0,None,False
2h5exs,0,0,None,False
2hlh1z,0,0,None,False
2irzez,0,0,None,False
2jea88,0,0,None,False
2jv8il,0,0,None,False
2jytmb,0,0,None,False
2ked9w,0,0,None,False
2lnrmz,0,0,None,False
1pbnkc,0,0,None,False
1pha2r,0,0,None,False
1pnpvq,0,0,None,False
1tzncq,0,0,None,False
7gq0yc,0,0,None,False
5lob90,0,0,None,False
5tqmox,0,0,None,False
600t7j,0,0,None,False
60s37k,0,0,None,False
61o3re,0,0,None,False
64ndta,0,0,None,False
64q2i1,0,0,None,False
67d3f9,0,0,None,False
67guh7,0,0,None,False
6bdi2u,0,0,None,False
6gicm6,0,0,None,False
4whcxi,0,0,None,False
4wmevz,0,0,None,False
4yj9xi,0,0,None,False
4yyk78,0,0,None,False
4z0ik4,0,0,None,False
507vuc,0,0,None,False
50t068,0,0,None,False
511dtc,0,0,None,False
51afdr,0,0,None,False
51av7r,0,0,None,False
51i5g8,0,0,None,False
55fkee,0,0,None,False
709dzb,0,0,None,False
70i6vv,0,0,None,False
70p8a0,0,0,None,False
717jp7,0,0,None,False
73dkzj,0,0,None,False
75me0h,0,0,None,False
75v3o8,0,0,None,False
76s9o0,0,0,None,False
7x8stk,0,0,None,False
84a91v,0,0,None,False
3gk4rv,0,0,None,False
56784z,0,0,None,False
586zw6,0,0,None,False
4u51gl,0,0,None,False
4ubmn6,0,0,None,True
4vo6wf,0,0,None,False
561s45,0,0,None,False
56u4hy,0,0,None,False
5kmnc9,0,1,None,False
5lclr7,0,0,None,False
5liang,0,1,None,False
5s9xqw,0,1,None,False
65cv05,0,0,None,False
66uruk,0,0,None,False
67qd20,0,0,None,False
684n6j,0,0,None,False
68nqa7,0,0,None,False
69xqnx,0,0,None,False
6b9sv9,0,0,None,False
6b9xty,0,0,None,False
6ch1pr,0,0,None,False
6f1fyi,0,0,None,False
6iadgq,0,0,None,False
6iafug,0,0,None,False
71bh1s,0,0,None,False
7a369f,0,0,None,False
7a37vk,0,0,None,False
7bh2h1,0,0,None,False
7d4os4,1,0,going through the withdrawals,True
7rtg8w,0,0,None,False
7ry0e9,0,0,None,False
7t7r8p,0,0,None,False
8esvcs,0,0,None,False
6pti31,0,0,None,False
6rq4jr,0,0,None,False
6s4f3m,0,0,None,False
6s4g3u,0,0,None,False
6s9hcr,0,0,None,False
6sfhn8,0,0,None,False
6t76hx,0,0,None,False
6t7aid,0,0,None,False
6t7dy4,0,0,None,False
6te5tz,0,0,None,False
6te81p,0,0,None,False
6tkb44,0,0,None,False
7aan22,0,0,None,False
7d3drl,0,0,None,False
7h5zeb,0,0,None,False
81trra,0,0,None,False
82kro2,0,0,None,False
864n60,0,0,None,False
866m4p,0,0,None,False
86gisl,0,0,None,False
86wml6,0,0,None,False
8adleu,0,0,None,False
8hk9f1,0,0,None,False
8tn4nf,0,0,None,False
8u4r94,0,0,None,False
96dht9,0,0,None,False
973ctk,0,0,None,False
98i3nc,0,0,None,False
9a8qun,0,0,None,False
813uhb,0,0,None,False
81bdva,0,0,None,False
81nzm1,0,0,None,False
82lbna,0,0,None,False
83eb0b,0,0,None,False
84cko6,0,0,None,False
85p8rf,0,0,None,False
8bd9d1,0,0,None,False
8w46n9,0,0,None,False
958rvq,0,0,None,False
au0blm,0,0,None,False
2ygt26,0,0,None,False
2yr9h0,0,0,None,False
2ytend,0,0,None,False
2yv6rl,0,0,None,False
2z48lr,0,0,None,False
2zay7h,0,0,None,False
2zh8zg,0,0,None,False
2znfx6,0,0,None,False
2zyvaz,0,0,None,False
30g3oc,0,0,None,False
30nqve,0,0,None,False
319i06,0,0,None,False
31nhy0,0,0,None,False
31u79l,0,0,None,False
322nga,0,0,None,False
32y8tc,0,0,None,False
34h01x,0,0,None,False
36d0kl,0,0,None,False
38qu2a,0,0,None,False
300yu5,0,0,None,False
3qjtg2,0,0,None,False
3qqd04,0,0,None,False
3rf7l6,0,0,None,False
59w2as,0,0,None,False
5hqafy,0,0,None,False
79cnsc,0,0,None,False
9sdokj,0,0,None,False
7aua4u,0,0,None,False
9p4b20,0,0,None,False
9rnwdl,0,0,None,False
9uia52,0,0,None,False
9ulwjb,0,0,None,False
33006o,0,0,None,False
37aze9,0,0,None,False
38m7en,0,0,None,False
39zap1,0,0,None,False
3e3bbi,0,0,None,False
3up5g3,0,0,None,False
4l2ag5,0,0,None,False
4tpjx0,0,0,None,True
51cous,0,0,None,False
5d90vf,0,0,None,False
6ozbun,0,0,None,False
6rafnn,0,0,None,False
7g1vqd,0,1,None,False
7g5du4,0,0,None,False
7gyelj,0,0,None,False
7jw8g6,0,0,None,False
7rgp0u,0,0,None,False
7t30ft,0,0,None,False
7tzxdn,0,0,None,False
8y0e1z,0,0,None,False
949sge,0,1,None,False
96lipy,0,0,None,False
9xg6r4,0,0,None,False
9xi2xi,0,0,None,False
aavq25,0,0,None,False
afpnp5,0,0,None,False
afx8yx,0,0,None,False
al79i4,0,0,None,False
alh546,0,0,None,False
6s0j7i,0,0,None,False
6s4xxo,0,0,None,False
6s7xs8,0,0,None,False
6sar1g,0,0,None,False
6sd792,0,0,None,False
6sljr4,0,0,None,False
6svd9w,0,0,None,False
6t3kmz,0,0,None,False
6tftx6,0,0,None,False
6txtfr,0,0,None,False
6ulw5h,0,0,None,True
72a4kn,0,0,None,False
56618n,0,1,None,False
6u5ay9,0,0,None,False
8fyak2,0,0,None,False
95rt7a,0,0,None,False
9lvjm6,0,0,None,False
1lnlpj,0,0,None,False
1tf3eu,0,0,None,False
21twgm,0,0,None,False
2270sz,0,0,None,False
2e3dti,0,0,None,False
2o2x9k,0,0,None,False
2p3z7g,0,0,None,False
2qazkg,0,0,None,False
2qyi32,0,0,None,False
32g10n,0,0,None,False
3igjpx,0,0,None,False
3qpa18,0,0,None,False
3t0tvc,1,0,None,False
6goqfz,0,0,None,False
7ja12y,0,0,None,False
7k5hvx,0,1,None,False
7km083,0,0,None,False
7lowxe,0,0,None,False
7p6600,0,0,None,False
7svg3u,1,0,I start my withdrawle today,True
7tj2l7,0,0,None,False
7triel,0,0,None,False
7u95fx,0,0,None,False
8glscb,0,0,None,False
8gtkgq,0,0,None,False
96xltz,0,0,None,False
97ozql,0,0,None,False
9dyqcs,0,0,None,False
9pvhtb,0,0,None,False
9v6zja,0,0,None,False
c94690,0,0,None,False
c9vpjg,0,0,None,False
cggvwi,0,0,None,False
2po33a,0,0,None,False
2tln7x,0,0,None,False
37oykz,0,0,None,False
3d87cf,0,0,None,False
3lh2yv,0,0,None,False
3li7sr,0,0,None,False
3lnjiv,0,0,None,False
3o1ofl,0,0,None,False
3omxe0,0,0,None,False
31jxvi,0,0,None,False
39mu1q,0,0,None,False
3d63dz,0,0,None,False
3djk9q,0,0,None,False
3erc0l,0,0,None,False
3irkvv,0,0,None,False
3k3ymy,0,0,None,False
3xgj38,0,0,None,False
459p1q,0,0,None,False
6nvhdx,0,1,None,False
6w6ajl,0,0,None,False
6w6ct6,0,0,None,False
75qae3,0,0,None,False
75r713,0,0,None,False
75z5f4,0,0,None,False
76n8qh,0,0,None,False
76susr,0,0,None,False
7bwab7,0,0,None,False
7d78f1,0,0,None,False
7imefg,0,0,None,False
7kf1zl,0,0,None,False
7l47az,0,0,None,False
7lo8k1,0,0,None,False
7lo9eb,0,0,None,False
7mvmnk,0,1,None,False
7npcnm,0,1,None,False
7szari,0,1,None,False
8461tt,0,0,None,False
86dnqg,0,0,None,False
88suop,0,0,None,False
8ch13k,0,0,None,False
8e96en,0,0,None,False
8rw114,0,0,None,False
8rw3kr,0,0,None,False
9a289p,0,0,None,False
9oq7uc,0,0,None,False
4su46z,1,1,Thinking about w/d from Methadone after 2 days of 15 mg use,True
4weq7w,0,1,None,False
4wz1zk,0,1,None,False
4x0qdw,0,0,None,False
4xhg43,0,0,None,False
3vgc3p,0,0,None,False
5b0wy1,0,0,None,False
5hievf,0,0,None,False
5k1o0g,0,0,None,False
5k1oee,0,0,None,False
5ogbx0,0,0,None,False
5tkele,0,0,None,False
6pevu3,0,0,None,False
6so434,0,0,None,False
6yx7cl,0,0,None,False
7g4wqe,0,0,None,False
7utwml,0,0,None,False
7wgn6u,0,0,None,False
7zoddk,0,0,None,False
8ty54o,0,0,None,False
9eheaz,0,0,None,False
64ib16,0,0,None,False
65amiz,0,0,None,False
6bungt,0,0,None,False
6bv001,0,0,None,False
6d0m6u,0,0,None,False
6eni2i,0,0,None,False
6f6hm3,0,0,None,False
6gquvp,0,0,None,False
6jsh71,0,0,None,True
6s32sv,0,0,None,False
6vx1z8,0,0,None,False
75usyl,0,0,None,False
9r7jvb,0,0,None,False
9rgnuu,0,0,None,False
akkd6f,0,0,None,False
21qjm8,ERROR,0,ERROR,False
2chamm,0,0,None,False
2dgb15,0,0,None,False
2dqm1m,0,0,None,False
2dtp5p,0,0,None,False
2ekc5q,0,1,None,False
2eu61b,0,0,None,False
2f6l3u,0,0,None,False
2fqh63,0,0,None,False
2fyi7y,0,0,None,False
2g8wqx,0,0,None,False
2h236d,0,0,None,False
2hcdfs,0,0,None,False
2i7zgb,0,0,None,False
2ivdyt,0,0,None,False
2lr7de,0,0,None,False
2n5vj8,0,0,None,False
2nkbfq,0,0,None,False
3gcc7r,0,1,None,False
2hoo9h,0,0,None,False
2icg4d,0,1,None,False
2j8zso,0,0,None,False
2jlf7o,0,0,None,False
2johmn,0,1,None,False
2ljykd,0,0,None,False
8jsh11,0,0,None,False
8kow2v,0,0,None,False
912r36,0,0,None,False
930pja,0,0,None,False
18hogu,0,0,None,False
1g3x3z,0,0,None,False
1m04ox,0,0,None,False
24oizv,0,0,None,False
2eo8fu,0,0,None,False
2qegjj,0,0,None,False
2qraq3,0,0,None,False
2uted8,0,0,None,False
2zlapn,1,0,tomorrow will be the worst,True
2ztmsi,0,0,None,False
354b3f,0,0,None,False
356qxg,0,0,None,False
374yoy,0,0,None,False
3b662j,0,0,None,False
5cfk3y,0,0,None,False
5do5w4,0,0,None,False
5e021n,0,0,None,False
5lmr46,0,0,None,False
5m7uxx,0,0,None,False
5m8cbd,0,0,None,False
5vz0c8,0,0,None,False
5wa2x6,0,0,None,False
5wbuio,0,0,None,False
5wvc6g,0,0,None,False
626yao,0,1,None,False
65cetl,ERROR,0,ERROR,False
69elm6,0,0,None,False
6w32fm,0,0,None,False
5eyu2c,0,0,None,False
5fakxa,0,0,None,False
5gec3u,0,0,None,False
5k5ef8,0,0,None,False
6h5m7b,0,0,None,False
4g4vh6,0,0,None,False
4i9974,0,0,None,False
4ml4hi,0,0,None,False
4op8in,0,0,None,False
4z2mam,0,0,None,False
557aht,0,0,None,False
5899fw,0,0,None,False
7v4a5x,0,0,None,False
8e2q2w,0,0,None,False
8foj96,0,0,None,False
3l9j7c,0,0,None,False
3le8du,ERROR,0,ERROR,False
3lelam,Analysis,0,None,False
3mo5w2,0,0,None,False
3n2ovm,0,0,None,False
3ntap0,0,0,None,False
3plm0v,0,0,None,False
5m1kxs,0,0,None,False
5mois4,0,0,None,False
5mt9d3,0,0,None,False
5mybow,0,0,None,False
5nrffi,0,0,None,False
70e73c,0,0,None,False
71fs3w,0,0,None,False
73aox3,0,0,None,False
82lvqg,0,0,None,False
8y5xe0,0,0,None,False
913j09,0,0,None,True
1d1z30,0,0,None,False
1fi63n,0,0,None,False
1mdn4w,0,0,None,False
3ec0k1,0,0,None,False
47821b,0,0,None,False
2usdaq,0,0,None,False
3p630r,0,0,None,False
42jqib,0,0,None,False
5tk2th,0,0,None,False
5y34e5,0,0,None,False
4wghw3,0,0,None,False
4wn4lx,0,0,None,False
4x22ko,0,0,None,False
4x2cmy,1,1,planned WD,True
4x5tju,0,0,None,False
4xfdei,1,0,today i begin my planned withdrawals,True
4xolj8,0,0,None,False
4xth55,0,0,None,False
4xwgnk,0,0,None,False
4y60d1,1,0,may hold off a bit longer so my W/D experience isnt as bad,True
4yd4cu,0,0,None,False
4zfsrv,0,0,None,False
50eob3,0,0,None,False
50fctm,0,0,None,False
50r0kv,0,0,None,False
50uqqk,0,0,None,False
51jogj,0,0,None,False
51mlcc,0,0,None,False
52f0y8,0,0,None,False
52mzs8,0,0,None,False
52no2p,0,0,None,False
52qzf0,0,0,None,False
60lats,0,0,None,False
651szn,0,0,None,False
6th6ut,0,0,None,False
6toxjp,0,0,None,False
722d29,0,0,None,False
1k5gaz,0,0,None,False
1lmluc,0,0,None,False
1m1di0,0,0,None,False
1ni8o7,0,0,None,False
1vp1ae,0,0,None,False
1wquz1,0,0,None,False
1xeg63,0,0,None,False
1zqlhf,0,0,None,False
23pv38,0,0,None,False
23vo4z,0,0,None,False
25wok0,0,0,None,False
25xrjo,0,0,None,False
27hc44,0,0,None,False
29pe97,0,0,None,False
2b0q0j,0,0,None,False
2c7h7s,0,0,None,False
2o3xge,0,0,None,False
2ocg89,0,0,None,False
2xnxmu,0,0,None,False
36cxa9,0,0,None,False
5sb0ez,0,0,None,False
5thap3,0,0,None,False
5ura51,0,0,None,False
5v9njc,0,0,None,False
64ohbl,0,0,None,False
65nbjs,0,0,None,False
1peg8y,0,1,None,False
1rpx11,0,1,None,False
1s505e,0,0,None,False
1s80yh,0,0,None,False
1sez54,0,0,None,False
2522nd,0,0,None,False
27ilju,0,0,None,False
27q7rn,0,0,None,False
2cgdn8,0,0,None,False
2gyhsa,0,0,None,False
2o8onl,0,0,None,False
2qinso,0,0,None,False
53g3xm,0,0,None,False
8fwt2u,0,0,None,False
8je6i3,0,0,None,False
8k1ipv,0,0,None,False
8k1k5h,0,0,None,False
8l6lf1,0,0,None,False
94hw0w,0,0,None,False
99v50z,0,0,None,False
9ty9nh,0,0,None,False
a9vnxz,0,0,None,False
ah3b4a,0,0,None,False
btujsy,0,0,None,False
bz8m4u,0,0,None,False
5zufu4,0,1,None,False
6onjd6,0,0,None,False
6ooeq0,0,0,None,False
6q4a92,0,0,None,False
6qgu9j,0,0,None,False
6r08x3,0,0,None,False
6tjed3,0,0,None,False
6vtbvd,0,0,None,False
6ycv55,0,0,None,False
6zysjf,0,0,None,False
70fisp,0,0,None,False
7bvqvj,0,0,None,False
7k3g81,0,0,None,False
8b1hh0,0,0,None,True
8h9u39,0,0,None,False
3x916d,0,0,None,False
3y8uqq,0,0,None,False
3yo8bf,0,0,None,False
431q6i,0,0,None,False
456ewl,0,0,None,False
45afjw,0,0,None,False
4g8w0z,0,0,None,False
4hv25r,0,0,None,False
4zos1m,0,0,None,False
5sl9q2,0,0,None,False
60a2qw,0,0,None,False
8vcvnf,0,0,None,False
bnfbis,0,0,None8n5lpd,0,0,None,
,None,False
65x0y0,0,0,None,False
68tugp,0,0,None,False
69rsvb,0,0,None,False
6ubnhg,0,0,None,False
7b8yd7,0,0,None,False
7pbgsj,0,0,None,False
95s5im,0,0,None,False
yrdfn,0,0,None,False
11t3ai,0,0,None,False
13hkwt,0,0,None,False
16ksus,0,0,None,False
1gd80o,0,0,None,False
1t80g3,0,0,None,False
2h6z88,0,0,None,False
3hgu09,0,0,None,False
4tssfz,0,0,None,False
4turk4,0,0,None,False
4ty1r4,0,0,None,False
4tydti,0,0,None,False
4uimtr,0,0,None,False
4vauox,0,0,None,False
57t3eo,0,0,None,False
5d3b6i,0,0,None,False
5nmk3j,0,0,None,False
5xb5zz,0,0,None,False
68t4xs,0,0,None,False
6eatyc,0,0,None,False
6fbatf,0,0,None,False
6k1z9f,0,0,None,False
7a1qci,0,0,None,False
7r7njn,0,0,None,False
8ci1wf,0,0,None,False
8reqyf,0,0,None,False
ae2rfw,0,0,None,False
4o4lrm,0,0,None,False
6k6l0e,0,0,None,False
75ymwk,0,0,None,False
7ms1qp,0,0,None,False
7q3s1u,0,0,None,False
7scuae,0,0,None,False
7uh5kq,0,0,None,False
7ysc8t,0,0,None,False
80opg3,0,0,None,False
87xzz2,0,0,None,False
8c0bx7,0,0,None,False
8ecoun,0,0,None,False
8jefqu,0,0,None,False
ah548w,0,0,None,False
20vf2z,0,0,None,False
22gu95,0,0,None,False
2a2vyo,0,0,None,False
2aiuzq,0,0,None,False
2t219z,0,0,None,False
420kus,0,0,None,False
5p3ha3,0,0,None,False
7v9sgj,0,0,None,False
3j7ys7,0,0,None,False
3u5edk,0,0,None,False
3xc2jo,0,0,None,False
4l7t84,0,0,None,False
4nej8v,0,0,None,False
4q4v1a,0,0,None,False
51m0hv,0,0,None,False
54vnx9,0,0,None,False
7lnq2e,0,0,None,False
7mvnfn,0,0,None,False
aft1cg,ERROR,0,ERROR,False
2dgcl6,0,0,None,False
2dsyef,0,0,None,False
2ji0c6,0,0,None,False
2l1ir7,0,0,None,False
2lnb5k,0,0,None,False
2tfp54,0,0,None,False
2uwlao,0,0,None,False
2vqj0o,0,0,None,False
2x51r2,0,0,None,False
2yqk8v,0,0,None,False
30j411,0,0,None,False
31le5r,0,0,None,False
31x4d2,0,0,None,False
321w3c,0,0,None,False
32wxna,0,0,None,False
35ip7o,0,0,None,False
36iaud,0,0,None,False
3a9zzd,0,0,None,False
3arut4,0,0,None,False
3bbq7v,0,0,None,False
3bd3fy,0,0,None,False
99wqcp,0,0,None,False
9aapzt,0,0,None,False
9c6xez,0,0,None,False
9hktm7,0,0,None,False
9tq12o,0,0,None,False
9yz6dy,0,0,None,False
aep1b6,0,0,None,False
aiii48,0,0,None,False
av8v4r,0,0,None,False
awozxz,0,0,None,False
azcgte,0,0,None,False
b176mz,0,0,None,False
b3mgx6,0,0,None,False
b76t04,0,0,None,False
b78h0j,0,0,None,False
bad5yw,0,0,None,False
bclisc,0,0,None,False
bf6i4s,0,0,None,False
bk2pll,0,0,None,False
bxczdq,0,0,None,False
cb9g1c,0,0,None,False
1naxdu,0,0,None,False
1nij95,0,1,None,False
1nu173,0,0,None,False
1pdijm,0,0,None,False
1q5itf,0,0,None,False
1rzh7m,0,0,None,False
1sdmc7,0,0,None,False
1smfyt,0,0,None,False
1spino,0,0,None,False
1st6ax,0,0,None,False
1texc2,0,0,None,False
1v372o,0,0,None,False
1vuf71,0,0,None,False
1vxjmy,0,0,None,False
1wsf9j,0,0,None,False
1xyyz2,0,0,None,False
1ym81n,0,0,None,False
26l19t,0,0,None,False
270jse,0,0,None,False
139cae,0,0,None,False
3kyrfw,0,0,None,False
3nbed3,0,0,None,False
3nify8,0,0,None,False
3nqduu,0,0,None,False
3nx8md,0,0,None,False
3o3urm,0,0,None,False
3oi8bd,0,1,None,False
3qr720,0,0,None,False
3qrapd,0,0,None,False
60hxnq,0,0,None,False
63of95,0,0,None,False
64t3ja,0,0,None,False
65s7c3,0,0,None,True
660fow,0,0,None,False
667ayt,0,0,None,False
66i1lx,0,0,None,False
66n3zi,0,0,None,False
67365w,0,0,None,False
676662,0,0,None,False
68y8ly,0,0,None,False
9mpfob,0,0,None,False
23oe3c,0,0,None,False
2euvu7,0,0,None,False
2f3p9p,0,0,None,False
2feg71,0,0,None,False
2g1bpo,0,0,None,False
2g2bau,0,0,None,False
2j9myu,0,0,None,False
2qncjf,0,0,None,False
2uuhv1,0,0,None,False
2ymkwh,0,0,None,False
3n770r,0,0,None,False
3orp81,0,0,None,False
3qyk6b,0,0,None,False
4me27z,0,0,None,False
7nhw1l,0,0,None,False
195zqa,0,0,None,False
19fd8p,0,0,None,False
19fj5o,0,0,None,False
1a13tk,0,0,None,False
1bosyo,0,0,None,False
1fn2fb,0,0,None,False
1tof60,0,0,None,False
1tun3q,0,0,None,False
1u3k1l,0,0,None,False
1u5c2h,0,0,None,False
1ua06b,0,0,None,False
211yw4,0,0,None,False
2j19lb,0,0,None,False
2pkwer,0,0,None,False
2puo9a,0,1,None,False
2qhyvn,0,0,None,False
3a3ier,0,0,None,False
3a3wr9,0,0,None,False
3paytc,0,0,None,False
3pb0qj,0,0,None,False
3vmjm9,0,0,None,False
510t9h,0,0,None,False
537rp3,0,0,None,False
6ibq6s,0,0,None,False
6or7wx,0,0,None,False
2w23fp,0,0,None,False
30w7kz,0,0,None,False
3ce9om,0,0,None,False
3ir7o7,0,0,None,False
3u0p3d,0,0,None,False
3zmmqw,0,0,None,False
40jtor,0,0,None,False
43rva7,0,0,None,False
44jtfb,0,0,None,False
47t6jd,0,0,None,False
4t5tvo,0,0,None,False
79xohy,0,0,None,False
7iz24v,0,0,None,False
